strategy,run,iteration,infected,infected_nodes
random,4,5,0,"[13, 39, 42, 45],[2, 28],[17],[31],[],[],[],[],[],[]"
random,4,6,0,"[13, 39, 42, 45],[2, 28],[17],[31],[],[],[],[],[],[]"
random,4,7,0,"[13, 39, 42, 45],[2, 28],[17],[31],[],[],[],[],[],[]"
random,4,8,0,"[13, 39, 42, 45],[2, 28],[17],[31],[],[],[],[],[],[]"
random,4,9,0,"[13, 39, 42, 45],[2, 28],[17],[31],[],[],[],[],[],[]"
degree,4,0,4,"[2, 21, 39, 78],[],[],[],[],[],[],[],[],[]"
degree,4,1,0,"[2, 21, 39, 78],[],[],[],[],[],[],[],[],[]"
degree,4,2,0,"[2, 21, 39, 78],[],[],[],[],[],[],[],[],[]"
degree,4,3,0,"[2, 21, 39, 78],[],[],[],[],[],[],[],[],[]"
degree,4,4,0,"[2, 21, 39, 78],[],[],[],[],[],[],[],[],[]"
degree,4,5,0,"[2, 21, 39, 78],[],[],[],[],[],[],[],[],[]"
degree,4,6,0,"[2, 21, 39, 78],[],[],[],[],[],[],[],[],[]"
degree,4,7,0,"[2, 21, 39, 78],[],[],[],[],[],[],[],[],[]"
degree,4,8,0,"[2, 21, 39, 78],[],[],[],[],[],[],[],[],[]"
degree,4,9,0,"[2, 21, 39, 78],[],[],[],[],[],[],[],[],[]"
betweenness,4,0,4,"[68, 71, 87, 98],[],[],[],[],[],[],[],[],[]"
betweenness,4,1,0,"[68, 71, 87, 98],[],[],[],[],[],[],[],[],[]"
betweenness,4,2,0,"[68, 71, 87, 98],[],[],[],[],[],[],[],[],[]"
betweenness,4,3,0,"[68, 71, 87, 98],[],[],[],[],[],[],[],[],[]"
betweenness,4,4,0,"[68, 71, 87, 98],[],[],[],[],[],[],[],[],[]"
betweenness,4,5,0,"[68, 71, 87, 98],[],[],[],[],[],[],[],[],[]"
betweenness,4,6,0,"[68, 71, 87, 98],[],[],[],[],[],[],[],[],[]"
betweenness,4,7,0,"[68, 71, 87, 98],[],[],[],[],[],[],[],[],[]"
betweenness,4,8,0,"[68, 71, 87, 98],[],[],[],[],[],[],[],[],[]"
betweenness,4,9,0,"[68, 71, 87, 98],[],[],[],[],[],[],[],[],[]"
greedy,4,0,4,"[7, 32, 36, 44],[28, 29],[13],[],[],[],[],[],[],[]"
greedy,4,1,2,"[7, 32, 36, 44],[28, 29],[13],[],[],[],[],[],[],[]"
greedy,4,2,1,"[7, 32, 36, 44],[28, 29],[13],[],[],[],[],[],[],[]"
greedy,4,3,0,"[7, 32, 36, 44],[28, 29],[13],[],[],[],[],[],[],[]"
greedy,4,4,0,"[7, 32, 36, 44],[28, 29],[13],[],[],[],[],[],[],[]"
greedy,4,5,0,"[7, 32, 36, 44],[28, 29],[13],[],[],[],[],[],[],[]"
greedy,4,6,0,"[7, 32, 36, 44],[28, 29],[13],[],[],[],[],[],[],[]"
greedy,4,7,0,"[7, 32, 36, 44],[28, 29],[13],[],[],[],[],[],[],[]"
greedy,4,8,0,"[7, 32, 36, 44],[28, 29],[13],[],[],[],[],[],[],[]"
greedy,4,9,0,"[7, 32, 36, 44],[28, 29],[13],[],[],[],[],[],[],[]"
genetic,4,0,4,"[43, 46, 85, 93],[62],[],[],[],[],[],[],[],[]"
genetic,4,1,1,"[43, 46, 85, 93],[62],[],[],[],[],[],[],[],[]"
genetic,4,2,0,"[43, 46, 85, 93],[62],[],[],[],[],[],[],[],[]"
genetic,4,3,0,"[43, 46, 85, 93],[62],[],[],[],[],[],[],[],[]"
genetic,4,4,0,"[43, 46, 85, 93],[62],[],[],[],[],[],[],[],[]"
genetic,4,5,0,"[43, 46, 85, 93],[62],[],[],[],[],[],[],[],[]"
genetic,4,6,0,"[43, 46, 85, 93],[62],[],[],[],[],[],[],[],[]"
genetic,4,7,0,"[43, 46, 85, 93],[62],[],[],[],[],[],[],[],[]"
genetic,4,8,0,"[43, 46, 85, 93],[62],[],[],[],[],[],[],[],[]"
genetic,4,9,0,"[43, 46, 85, 93],[62],[],[],[],[],[],[],[],[]"
random,5,0,4,"[16, 32, 67, 90],[],[],[],[],[],[],[],[],[]"
random,5,1,0,"[16, 32, 67, 90],[],[],[],[],[],[],[],[],[]"
random,5,2,0,"[16, 32, 67, 90],[],[],[],[],[],[],[],[],[]"
random,5,3,0,"[16, 32, 67, 90],[],[],[],[],[],[],[],[],[]"
random,5,4,0,"[16, 32, 67, 90],[],[],[],[],[],[],[],[],[]"
random,5,5,0,"[16, 32, 67, 90],[],[],[],[],[],[],[],[],[]"
random,5,6,0,"[16, 32, 67, 90],[],[],[],[],[],[],[],[],[]"
random,5,7,0,"[16, 32, 67, 90],[],[],[],[],[],[],[],[],[]"
random,5,8,0,"[16, 32, 67, 90],[],[],[],[],[],[],[],[],[]"
random,5,9,0,"[16, 32, 67, 90],[],[],[],[],[],[],[],[],[]"
degree,5,0,4,"[12, 17, 19, 96],[57],[],[],[],[],[],[],[],[]"
degree,5,1,1,"[12, 17, 19, 96],[57],[],[],[],[],[],[],[],[]"
degree,5,2,0,"[12, 17, 19, 96],[57],[],[],[],[],[],[],[],[]"
degree,5,3,0,"[12, 17, 19, 96],[57],[],[],[],[],[],[],[],[]"
degree,5,4,0,"[12, 17, 19, 96],[57],[],[],[],[],[],[],[],[]"
degree,5,5,0,"[12, 17, 19, 96],[57],[],[],[],[],[],[],[],[]"
degree,5,6,0,"[12, 17, 19, 96],[57],[],[],[],[],[],[],[],[]"
degree,5,7,0,"[12, 17, 19, 96],[57],[],[],[],[],[],[],[],[]"
degree,5,8,0,"[12, 17, 19, 96],[57],[],[],[],[],[],[],[],[]"
degree,5,9,0,"[12, 17, 19, 96],[57],[],[],[],[],[],[],[],[]"
betweenness,5,0,4,"[13, 45, 69, 91],[],[],[],[],[],[],[],[],[]"
betweenness,5,1,0,"[13, 45, 69, 91],[],[],[],[],[],[],[],[],[]"
betweenness,5,2,0,"[13, 45, 69, 91],[],[],[],[],[],[],[],[],[]"
betweenness,5,3,0,"[13, 45, 69, 91],[],[],[],[],[],[],[],[],[]"
betweenness,5,4,0,"[13, 45, 69, 91],[],[],[],[],[],[],[],[],[]"
betweenness,5,5,0,"[13, 45, 69, 91],[],[],[],[],[],[],[],[],[]"
betweenness,5,6,0,"[13, 45, 69, 91],[],[],[],[],[],[],[],[],[]"
betweenness,5,7,0,"[13, 45, 69, 91],[],[],[],[],[],[],[],[],[]"
betweenness,5,8,0,"[13, 45, 69, 91],[],[],[],[],[],[],[],[],[]"
betweenness,5,9,0,"[13, 45, 69, 91],[],[],[],[],[],[],[],[],[]"
greedy,5,0,4,"[42, 46, 67, 72],[2, 10, 35],[12, 93],[17],[],[],[],[],[],[]"
greedy,5,1,3,"[42, 46, 67, 72],[2, 10, 35],[12, 93],[17],[],[],[],[],[],[]"
greedy,5,2,2,"[42, 46, 67, 72],[2, 10, 35],[12, 93],[17],[],[],[],[],[],[]"
greedy,5,3,1,"[42, 46, 67, 72],[2, 10, 35],[12, 93],[17],[],[],[],[],[],[]"
greedy,5,4,0,"[42, 46, 67, 72],[2, 10, 35],[12, 93],[17],[],[],[],[],[],[]"
greedy,5,5,0,"[42, 46, 67, 72],[2, 10, 35],[12, 93],[17],[],[],[],[],[],[]"
greedy,5,6,0,"[42, 46, 67, 72],[2, 10, 35],[12, 93],[17],[],[],[],[],[],[]"
greedy,5,7,0,"[42, 46, 67, 72],[2, 10, 35],[12, 93],[17],[],[],[],[],[],[]"
greedy,5,8,0,"[42, 46, 67, 72],[2, 10, 35],[12, 93],[17],[],[],[],[],[],[]"
greedy,5,9,0,"[42, 46, 67, 72],[2, 10, 35],[12, 93],[17],[],[],[],[],[],[]"
genetic,5,0,4,"[5, 40, 90, 95],[0, 8, 29, 30, 88],[34, 61, 98],[],[],[],[],[],[],[]"
genetic,5,1,5,"[5, 40, 90, 95],[0, 8, 29, 30, 88],[34, 61, 98],[],[],[],[],[],[],[]"
genetic,5,2,3,"[5, 40, 90, 95],[0, 8, 29, 30, 88],[34, 61, 98],[],[],[],[],[],[],[]"
genetic,5,3,0,"[5, 40, 90, 95],[0, 8, 29, 30, 88],[34, 61, 98],[],[],[],[],[],[],[]"
genetic,5,4,0,"[5, 40, 90, 95],[0, 8, 29, 30, 88],[34, 61, 98],[],[],[],[],[],[],[]"
genetic,5,5,0,"[5, 40, 90, 95],[0, 8, 29, 30, 88],[34, 61, 98],[],[],[],[],[],[],[]"
genetic,5,6,0,"[5, 40, 90, 95],[0, 8, 29, 30, 88],[34, 61, 98],[],[],[],[],[],[],[]"
genetic,5,7,0,"[5, 40, 90, 95],[0, 8, 29, 30, 88],[34, 61, 98],[],[],[],[],[],[],[]"
genetic,5,8,0,"[5, 40, 90, 95],[0, 8, 29, 30, 88],[34, 61, 98],[],[],[],[],[],[],[]"
genetic,5,9,0,"[5, 40, 90, 95],[0, 8, 29, 30, 88],[34, 61, 98],[],[],[],[],[],[],[]"
random,6,0,4,"[12, 43, 65, 72],[9],[],[],[],[],[],[],[],[]"
random,6,1,1,"[12, 43, 65, 72],[9],[],[],[],[],[],[],[],[]"
random,6,2,0,"[12, 43, 65, 72],[9],[],[],[],[],[],[],[],[]"
random,6,3,0,"[12, 43, 65, 72],[9],[],[],[],[],[],[],[],[]"
random,6,4,0,"[12, 43, 65, 72],[9],[],[],[],[],[],[],[],[]"
random,6,5,0,"[12, 43, 65, 72],[9],[],[],[],[],[],[],[],[]"
random,6,6,0,"[12, 43, 65, 72],[9],[],[],[],[],[],[],[],[]"
random,6,7,0,"[12, 43, 65, 72],[9],[],[],[],[],[],[],[],[]"
random,6,8,0,"[12, 43, 65, 72],[9],[],[],[],[],[],[],[],[]"
random,6,9,0,"[12, 43, 65, 72],[9],[],[],[],[],[],[],[],[]"
degree,6,0,4,"[29, 30, 36, 77],[],[],[],[],[],[],[],[],[]"
degree,6,1,0,"[29, 30, 36, 77],[],[],[],[],[],[],[],[],[]"
degree,6,2,0,"[29, 30, 36, 77],[],[],[],[],[],[],[],[],[]"
degree,6,3,0,"[29, 30, 36, 77],[],[],[],[],[],[],[],[],[]"
degree,6,4,0,"[29, 30, 36, 77],[],[],[],[],[],[],[],[],[]"
degree,6,5,0,"[29, 30, 36, 77],[],[],[],[],[],[],[],[],[]"
degree,6,6,0,"[29, 30, 36, 77],[],[],[],[],[],[],[],[],[]"
degree,6,7,0,"[29, 30, 36, 77],[],[],[],[],[],[],[],[],[]"
degree,6,8,0,"[29, 30, 36, 77],[],[],[],[],[],[],[],[],[]"
degree,6,9,0,"[29, 30, 36, 77],[],[],[],[],[],[],[],[],[]"
betweenness,6,0,4,"[30, 70, 72, 73],[41],[],[],[],[],[],[],[],[]"
betweenness,6,1,1,"[30, 70, 72, 73],[41],[],[],[],[],[],[],[],[]"
betweenness,6,2,0,"[30, 70, 72, 73],[41],[],[],[],[],[],[],[],[]"
betweenness,6,3,0,"[30, 70, 72, 73],[41],[],[],[],[],[],[],[],[]"
betweenness,6,4,0,"[30, 70, 72, 73],[41],[],[],[],[],[],[],[],[]"
betweenness,6,5,0,"[30, 70, 72, 73],[41],[],[],[],[],[],[],[],[]"
betweenness,6,6,0,"[30, 70, 72, 73],[41],[],[],[],[],[],[],[],[]"
betweenness,6,7,0,"[30, 70, 72, 73],[41],[],[],[],[],[],[],[],[]"
betweenness,6,8,0,"[30, 70, 72, 73],[41],[],[],[],[],[],[],[],[]"
betweenness,6,9,0,"[30, 70, 72, 73],[41],[],[],[],[],[],[],[],[]"
greedy,6,0,4,"[3, 38, 71, 77],[],[],[],[],[],[],[],[],[]"
greedy,6,1,0,"[3, 38, 71, 77],[],[],[],[],[],[],[],[],[]"
greedy,6,2,0,"[3, 38, 71, 77],[],[],[],[],[],[],[],[],[]"
greedy,6,3,0,"[3, 38, 71, 77],[],[],[],[],[],[],[],[],[]"
greedy,6,4,0,"[3, 38, 71, 77],[],[],[],[],[],[],[],[],[]"
greedy,6,5,0,"[3, 38, 71, 77],[],[],[],[],[],[],[],[],[]"
greedy,6,6,0,"[3, 38, 71, 77],[],[],[],[],[],[],[],[],[]"
greedy,6,7,0,"[3, 38, 71, 77],[],[],[],[],[],[],[],[],[]"
greedy,6,8,0,"[3, 38, 71, 77],[],[],[],[],[],[],[],[],[]"
greedy,6,9,0,"[3, 38, 71, 77],[],[],[],[],[],[],[],[],[]"
genetic,6,0,4,"[10, 28, 31, 34],[38, 39],[14],[],[],[],[],[],[],[]"
genetic,6,1,2,"[10, 28, 31, 34],[38, 39],[14],[],[],[],[],[],[],[]"
genetic,6,2,1,"[10, 28, 31, 34],[38, 39],[14],[],[],[],[],[],[],[]"
genetic,6,3,0,"[10, 28, 31, 34],[38, 39],[14],[],[],[],[],[],[],[]"
genetic,6,4,0,"[10, 28, 31, 34],[38, 39],[14],[],[],[],[],[],[],[]"
